transaction_id,customer_id,product_id,transaction_amount,transaction_timestamp
TXN_00000000,CUST_000620,PROD_000384,183.37359618524863,2024-12-02 19:40:38.033725
TXN_00000001,CUST_000311,PROD_000195,191.24412702905022,2024-10-17 19:40:38.033816
TXN_00000002,CUST_000236,PROD_000103,259.3070796732966,2025-06-19 19:40:38.033894
TXN_00000003,CUST_000730,PROD_000463,256.23842578801606,2024-12-30 19:40:38.033965
TXN_00000004,CUST_000086,PROD_000040,247.96012038415844,2024-08-26 19:40:38.034033
TXN_00000005,CUST_000884,PROD_000416,64.86677979320291,2025-01-06 19:40:38.034105
TXN_00000006,CUST_000698,PROD_000382,148.38802303120877,2025-05-03 19:40:38.034176
TXN_00000007,CUST_000223,PROD_000002,215.722758329072,2025-03-13 19:40:38.034245
TXN_00000008,CUST_000115,PROD_000269,204.59376435454385,2024-10-10 19:40:38.034312
TXN_00000009,CUST_000316,PROD_000414,51.17833521210455,2025-05-27 19:40:38.034378
TXN_00000010,CUST_000627,PROD_000150,187.48247368824204,2024-11-26 19:40:38.034444
TXN_00000011,CUST_000497,PROD_000334,30.56562825151398,2025-05-24 19:40:38.034511
TXN_00000012,CUST_000270,PROD_000049,193.09903351657923,2024-09-29 19:40:38.034577
TXN_00000013,CUST_000590,PROD_000386,192.59222003219188,2024-06-24 19:40:38.034676
TXN_00000014,CUST_000865,PROD_000471,293.5010885000625,2024-12-13 19:40:38.034746
TXN_00000015,CUST_000927,PROD_000255,13.107436331654096,2024-10-22 19:40:38.034826
TXN_00000016,CUST_000780,PROD_000000,26.2869828719608,2025-04-02 19:40:38.034893
TXN_00000017,CUST_000235,PROD_000333,109.7865691763382,2025-03-14 19:40:38.034958
TXN_00000018,CUST_000081,PROD_000454,265.1752417508342,2024-12-10 19:40:38.035032
TXN_00000019,CUST_000764,PROD_000408,50.127762468961414,2024-07-08 19:40:38.035098
TXN_00000020,CUST_000309,PROD_000385,31.275579563284772,2025-03-23 19:40:38.035164
TXN_00000021,CUST_000567,PROD_000093,130.39223965789625,2025-03-27 19:40:38.035230
TXN_00000022,CUST_000444,PROD_000244,247.11077970830098,2024-09-21 19:40:38.035294
TXN_00000023,CUST_000305,PROD_000121,205.32850765810335,2024-09-20 19:40:38.035359
TXN_00000024,CUST_000847,PROD_000441,23.358288467773455,2025-02-08 19:40:38.035431
TXN_00000025,CUST_000596,PROD_000422,103.04781739745464,2025-03-31 19:40:38.035506
TXN_00000026,CUST_000998,PROD_000472,136.2260611004006,2025-01-23 19:40:38.035574
TXN_00000027,CUST_000447,PROD_000015,119.16033913100125,2025-01-06 19:40:38.035664
TXN_00000028,CUST_000487,PROD_000200,131.42159156502842,2024-12-17 19:40:38.035735
TXN_00000029,CUST_000833,PROD_000264,170.6087977837804,2024-07-13 19:40:38.035803
TXN_00000030,CUST_000831,PROD_000213,225.26474713121468,2025-01-14 19:40:38.035870
TXN_00000031,CUST_000421,PROD_000250,29.605377346991116,2025-06-02 19:40:38.035935
TXN_00000032,CUST_000326,PROD_000448,77.23397459727067,2025-06-19 19:40:38.035999
TXN_00000033,CUST_000215,PROD_000131,158.5939180123109,2025-03-30 19:40:38.036072
TXN_00000034,CUST_000282,PROD_000170,225.76828830082624,2025-01-10 19:40:38.036138
TXN_00000035,CUST_000283,PROD_000105,42.07504367321665,2024-11-04 19:40:38.036204
TXN_00000036,CUST_000699,PROD_000069,41.32839767255798,2024-09-03 19:40:38.036269
TXN_00000037,CUST_000598,PROD_000369,65.0638454378168,2025-04-25 19:40:38.036333
